id,question,choices,answerKey,source
249,"ما هو البحر الشعري لهذا البيت
                        فَبَعَثتُ جارِيَتي فَقُلتُ لَها اِذهَبي - فَتَجَسَّسي أَخبارَها لِيَ وَاِعلَمي?","{'text': ['الكامل', 'الوافر', 'مخلع الكامل', 'تفعيلة المتقارب'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem85.html
251,"ما هو البحر الشعري لهذا البيت
                        قالَت رَأَيتُ مِنَ الأَعادي غِرَّةً - وَالشاةُ مُمكِنَةٌ لِمَن هُوَ مُرتَمِ?","{'text': ['الكامل', 'المجتث', 'الرجز', 'أحذ الوافر'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem85.html
253,"ما هو البحر الشعري لهذا البيت
                        وَكَأَنَّما اِلتَفَتَت بِجيدِ جَدايَةٍ - رَشإٍ مِنَ الغِزلانِ حُرٍّ أَرثَمِ?","{'text': ['الكامل', 'تفعيلة الرجز', 'مجزوء الهزج', 'مجزوء البسيط'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem85.html
255,"ما هو البحر الشعري لهذا البيت
                        نِبِّئتُ عَمرواً غَيرَ شاكِرِ نِعمَتي - وَالكُفرُ مَخبَثَةٌ لَنَفسِ المُنعِمِ?","{'text': ['الكامل', 'منهوك المنسرح', 'التفعيله', 'القوما'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem85.html
257,"ما هو البحر الشعري لهذا البيت
                        وَلَقَد حَفِظتُ وَصاةَ عَمّي بِالضُحى - إِذ تَقلِصُ الشَفَتانِ عَن وَضَحِ الفَمِ?","{'text': ['الكامل', 'مجزوء الدوبيت', 'مجزوء الرمل', 'المقتضب'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem85.html
259,"ما هو البحر الشعري لهذا البيت
                        فيحَومَةِ الحَربِ الَّتي لا تَشتَكي - غَمَراتِها الأَبطالُ غَيرَ تَغَمغُمِ?","{'text': ['الكامل', 'الطويل', 'منهوك البسيط', 'المقتضب'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem85.html
261,"ما هو البحر الشعري لهذا البيت
                        إِذ يَتَّقونَ بِيَ الأَسِنَّةَ لَم أَخِم - عَنها وَلَكِنّي تَضايَقَ مُقدَمي?","{'text': ['الكامل', 'أحذ الكامل', 'مجزوء السريع', 'مخلع الكامل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem85.html
263,"ما هو البحر الشعري لهذا البيت
                        لَمّا رَأَيتُ القَومَ أَقبَلَ جَمعُهُم - يَتَذامَرونَ كَرَرتُ غَيرَ مُذَمَّمِ?","{'text': ['الكامل', 'السلسلة', 'مجزوء المقتضب', 'مشطور الرجز'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem85.html
265,"ما هو البحر الشعري لهذا البيت
                        يَدعونَ عَنتَرَ وَالرِماحُ كَأَنَّها - أَشطانُبِئرٍ في لَبانِالأَدهَمِ?","{'text': ['الكامل', 'مخلع موشح', 'مشطور الرجز', 'الخفيف'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem85.html
267,"ما هو البحر الشعري لهذا البيت
                        ما زِلتُ أَرميهِم بِثُغرَةِ نَحرِهِ - وَلَبانِهِ حَتّى تَسَربَلَ بِالدَمِ?","{'text': ['الكامل', 'مجزوء المقتضب', 'الهزج', 'مجزوء المواليا'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem85.html
269,"ما هو البحر الشعري لهذا البيت
                        فَاِزوَرَّمِن وَقعِالقَنابِلَبانِهِ - وَشَكا إِلَيَّبِعَبرَةٍوَتَحَمحُمِ?","{'text': ['الكامل', 'مخلع موشح', 'منهوك الكامل', 'البسيط'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem85.html
271,"ما هو البحر الشعري لهذا البيت
                        لَو كانَ يَدري ما المُحاوَرَةُ اِشتَكى - وَلَكانَ لَو عَلِمَ الكَلامَ مُكَلِّمي?","{'text': ['الكامل', 'المنسرح', 'مجزوء المديد', 'مجزوء البسيط'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem85.html
273,"ما هو البحر الشعري لهذا البيت
                        وَلَقَد شَفى نَفسي وَأَذهَبَ سُقمَها - قيلُ الفَوارِسِ وَيكَ عَنتَرَ أَقدِمِ?","{'text': ['الكامل', 'السريع', 'الهزج', 'مجزوء البسيط'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem85.html
275,"ما هو البحر الشعري لهذا البيت
                        وَالخَيلُ تَقتَحِمُ الخَبارَ عَوابِساً - مِن بَينِ شَيظَمَةٍ وَآخَرَ شَيظَمِ?","{'text': ['الكامل', 'مجزوء المديد', 'تفعيلة المتقارب', 'مجزوء الكامل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem85.html
277,"ما هو البحر الشعري لهذا البيت
                        ذُلُلٌ رِكابي حَيثُ شِئتُمُشايِعي - لُبّيوَأَحفِزُهُ بِأَمرٍ مُبرَمِ?","{'text': ['الكامل', 'تفعيلة الرجز', 'أحذ المديد', 'مجزوء الرمل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem85.html
279,"ما هو البحر الشعري لهذا البيت
                        وَلَقَد خَشيتُ بِأَن أَموتَ وَلَم تَدُر - لِلحَربِدائِرَةٌعَلىاِبنَي ضَمضَمِ?","{'text': ['الكامل', 'مخلع البسيط', 'تفعيلة الرمل', 'تفعيلة الرجز'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem85.html
281,"ما هو البحر الشعري لهذا البيت
                        الشاتِمَي عِرضي وَلَم أَشتِمهُم - وَالناذِرَينِإِذا لَم اَلقَهُما دَمي?","{'text': ['الكامل', 'التفعيله', 'مجزوء السريع', 'مخلع موشح'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem85.html
283,"ما هو البحر الشعري لهذا البيت
                        إِن يَفعَلا فَلَقَد تَرَكتُ أَباهُم - جَزَرَ السِباعِ وَكُلِّ نَسرٍقَشعَمِ?","{'text': ['الكامل', 'البسيط', 'المتدارك', 'مجزوء الطويل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem85.html
285,"ما هو البحر الشعري لهذا البيت
                        لا تَذكُري مُهري وَما أَطعَمتُهُ - فَيَكونَ جِلدِكِ مِثلَ جِلدِ الأَجرَبِ?","{'text': ['الكامل', 'مجزوء المتقارب', 'مجزوء الرمل', 'مربع البسيط'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem87.html
287,"ما هو البحر الشعري لهذا البيت
                        إِنَّالغَبوقَلَهُ وَأَنتِمَسوأَةٌ - فَتَأَوَّهي ما شِئتِ ثُمَّتَحَوَّبي?","{'text': ['الكامل', 'مجزوء المنسرح', 'المقتضب', 'منهوك الرجز'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem87.html
289,"ما هو البحر الشعري لهذا البيت
                        كَذَبَالعَتيقُوَماءُشَنٍّبارِدٍ - إِن كُنتِ سائِلَتي غَبوقاً فَاِذهَبي?","{'text': ['الكامل', 'مجزوء الطويل', 'المجتث', 'مخلع الكامل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem87.html
291,"ما هو البحر الشعري لهذا البيت
                        إِنَّ الرِجالَ لَهُم إِلَيكِ وَسيلَةٌ - إِن يَأخُذوكِ تَكَحَّلي وَتَخَضَّبي?","{'text': ['الكامل', 'الطويل', 'تفعيلة الرجز', 'منهوك المنسرح'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem87.html
293,"ما هو البحر الشعري لهذا البيت
                        وَيَكونُ مَركَبَكِ القَعودُ وَرَحلُهُ - وَابنُ النَعامَةِ يَومَ ذَلِكَ مَركَبي?","{'text': ['الكامل', 'المنسرح', 'مربع البسيط', 'المديد'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem87.html
295,"ما هو البحر الشعري لهذا البيت
                        إِنّي أُحاذِرُ أَن تَقولَظَعينَتي - هَذا غُبارٌساطِعٌفَتَلَبَّبِ?","{'text': ['الكامل', 'الرجز', 'المضارع', 'مشطور الرجز'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem87.html
297,"ما هو البحر الشعري لهذا البيت
                        وَأَنا اِمرُؤٌ إِن يَأخُذونيعَنوَةً - أُقرَنإِلى شَرِّ الرِكابِ وَأُجنَبِ?","{'text': ['الكامل', 'مجزوء المواليا', 'مخلع البسيط', 'تفعيلة المتقارب'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem87.html
299,"ما هو البحر الشعري لهذا البيت
                        أَبَني زَبيبَةَ ما لِمُهرِكُمُ - مُتَخَدِّداً وَبُطونُكُم عُجرُ?","{'text': ['الكامل', 'مجزوء الرجز', 'مجزوء البسيط', 'الطويل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem97.html
301,"ما هو البحر الشعري لهذا البيت
                        أَلَكُمبِآلاءِ الوَشيجِ إِذا - مَرَّ الشِياهُ بِوَقعِهِ خُبرُ?","{'text': ['الكامل', 'منهوك الكامل', 'الرجز', 'المضارع'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem97.html
303,"ما هو البحر الشعري لهذا البيت
                        إِذ لا تَزالُ لَكُممُغَرغَرَةٌ - تَغلي وَأَعلى لَونِهاصَهرُ?","{'text': ['الكامل', 'المديد', 'مجزوء الطويل', 'مجزوء المواليا'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem97.html
305,"ما هو البحر الشعري لهذا البيت
                        لَمّا غَدَوا وَغَدَتسَطيحَتُهُم - مَلأى وَبَطنُ جَوادِهِم صِفرُ?","{'text': ['الكامل', 'المجتث', 'التفعيله', 'مشطور الطويل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem97.html
307,"ما هو البحر الشعري لهذا البيت
                        اِصبِر حُصَينُ لَئِن تَرَكتَ بِوَجهِهِ - أَثَراً فَإِنّي لا إِخالُكَ تَصبِرُ?","{'text': ['الكامل', 'تفعيلة الرمل', 'المواليا', 'مشطور السريع'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem99.html
309,"ما هو البحر الشعري لهذا البيت
                        ما سَرَّني أَنَّالقِنانَتَخَرَّفَت - عَمّا أَصابَت مِنحِجاجِالمَحجَرِ?","{'text': ['الكامل', 'مجزوء البسيط', 'الدوبيت', 'أحذ الكامل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem99.html
311,"ما هو البحر الشعري لهذا البيت
                        إِنَّ الكَريمَ نُدوبُهُ في وَجهِهِ - وَنُدوبُ مُرَّةَ لا تُرى في المَنحَرِ?","{'text': ['الكامل', 'تفعيلة الكامل', 'الوافر', 'المنسرح'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem99.html
313,"ما هو البحر الشعري لهذا البيت
                        لَكِنَّ في أَكتافِهِم وَظُهورِهِم - فَبِذاكَ فَاِفخَر بِئسَ ذاكَ المَفخَرُ?","{'text': ['الكامل', 'القوما', 'مجزوء المديد', 'الرجز'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem99.html
315,"ما هو البحر الشعري لهذا البيت
                        ظَعَنَالَّذينَ فَراقَهُم أَتَوَقَّعُ - وَجَرى بِبَينِهِمُ الغُرابُالأَبقَعُ?","{'text': ['الكامل', 'البسيط', 'الرجز', 'المجتث'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem101.html
317,"ما هو البحر الشعري لهذا البيت
                        حَرِقُ الجَناحِ كَأَنَّلِحيَيرَأسِهِ - جَلَمانِبِالأَخبارِ هَشَّ مولَعُ?","{'text': ['الكامل', 'المتقارب', 'مخلع الرمل', 'المواليا'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem101.html
319,"ما هو البحر الشعري لهذا البيت
                        فَزَجَرتُهُ أَلّا يُفَرِّخَ عُشُّهُ - أَبَداً وَيُصبِحَ واحِداً يَتَفَجَّعُ?","{'text': ['الكامل', 'مخلع السريع', 'مجزوء المقتضب', 'مشطور الطويل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem101.html
321,"ما هو البحر الشعري لهذا البيت
                        إِنَّ الَّذينَ نَعَيتَ لي بِفِراقِهِم - هُم أَسهَروا لَيلي التَمامَ فَأَوجَعوا?","{'text': ['الكامل', 'مجزوء المتقارب', 'الكامل المقطوع', 'مشطور السريع'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem101.html
323,"ما هو البحر الشعري لهذا البيت
                        وَمُغيرَةٍشَعواءَذاتِ أَشِلَّةٍ - فيها الفَوارِسُ حاسِرٌ وَمُقَنَّعُ?","{'text': ['الكامل', 'مجزوء المديد', 'تفعيلة المتقارب', 'الخبب'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem101.html
325,"ما هو البحر الشعري لهذا البيت
                        فَزَجَرتُها عَن نِسوَةٍ مِن عامِرٍ - أَفخاذُهُنَّ كَأَنَّهُنَّالخَروَعُ?","{'text': ['الكامل', 'المضارع', 'مجزوء موشح', 'تفعيلة الكامل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem101.html
327,"ما هو البحر الشعري لهذا البيت
                        وَعَرَفتُ أَنَّ مَنِيَّتي إِن تَأتِني - لا يُنجِني مِنها الفِرارُ الأَسرَعُ?","{'text': ['الكامل', 'مخلع السريع', 'أحذ الكامل', 'المديد'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem101.html
329,"ما هو البحر الشعري لهذا البيت
                        فَصَبَرتُ عارِفَةً لِذَلِكَ حُرَّةً - تَرسو إِذا نَفسُ الجَبانِ تَطَلَّعُ?","{'text': ['الكامل', 'تفعيلة الكامل', 'الكامل المقطوع', 'مخلع البسيط'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem101.html
331,"ما هو البحر الشعري لهذا البيت
                        سائِل عُمَيرَةَ حَيثُ حَلَّت جَمعَها - عِندَ الحُروبِ بِأَيِّ حَيٍّ تُلحَقُ?","{'text': ['الكامل', 'مجزوء المتقارب', 'مجزوء المقتضب', 'مجزوء الكامل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem106.html
333,"ما هو البحر الشعري لهذا البيت
                        أَبِحَيِّ قَيسٍ أَم بِعُذرَةَ بَعدَما - رُفِعَ اللِواءُ لَهَ وَبِئسَ المَلحَقُ?","{'text': ['الكامل', 'تفعيلة الكامل', 'المتدارك المنهوك', 'المتدارك المنهوك'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem106.html
335,"ما هو البحر الشعري لهذا البيت
                        وَاِسأَل حُذَيفَةَ حينَ أَرَّشَ بَيْننا - حَرباً ذَوائِبُها بِمَوتٍ تَخفِقُ?","{'text': ['الكامل', 'مخلع الرمل', 'مجزوء السريع', 'المواليا'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem106.html
337,"ما هو البحر الشعري لهذا البيت
                        فَلتَعلَمَنَّ إِذا اِلتَقَت فُرْسانُنَا - بِلِوى النُجَيرَةِ أَنَّ ظَنَّكَ أَحمَقُ?","{'text': ['الكامل', 'الهزج', 'الهزج', 'الهزج'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem106.html
339,"ما هو البحر الشعري لهذا البيت
                        طالَالثَواءُعَلى رُسومِ المَنزِلِ - بَينَاللَكيكِوَبَينَ ذاتِ الحَرمَلِ?","{'text': ['الكامل', 'أحذ المديد', 'مجزوء المديد', 'مجزوء الهزج'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem107.html
341,"ما هو البحر الشعري لهذا البيت
                        فَوَقَفتُ فيعَرَصاتِهامُتَحَيِّراً - أَسلُ الدِيارَ كَفِعلِ مَن لَم يَذهَلِ?","{'text': ['الكامل', 'مجزوء المجتث', 'مشطور الطويل', 'مجزوء الوافر'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem107.html
343,"ما هو البحر الشعري لهذا البيت
                        لَعِبَت بِهاالأَنواءُبَعدَ أَنيسِها - وَالرامِساتُوَكُلُّجَونٍٍمُسبَلِ?","{'text': ['الكامل', 'مجزوء المجتث', 'أحذ المديد', 'المتقارب'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem107.html
345,"ما هو البحر الشعري لهذا البيت
                        أَفَمِن بُكاءِ حَمامَةٍ في أَيكَةٍ - ذَرَفَت دُموعَكَ فَوقَ ظَهرِ المَحمِلِ?","{'text': ['الكامل', 'الرمل', 'الهزج', 'مجزوء المجتث'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem107.html
347,"ما هو البحر الشعري لهذا البيت
                        كَالدُرِّ أَو فَضَضِ الجُمانِ تَقَطَّعَت - مِنهُ عَقائِدُ سِلكِهِ لَم يوصَلِ?","{'text': ['الكامل', 'مشطور الطويل', 'تفعيلة الكامل', 'القوما'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem107.html
349,"ما هو البحر الشعري لهذا البيت
                        لَمّا سَمِعتُ دُعاءَ مُرَّةَ إِذ دَعا - وَدُعاءَ عَبسٍ في الوَغى وَمُحَلِّلِ?","{'text': ['الكامل', 'أحذ المديد', 'منهوك البسيط', 'منهوك البسيط'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem107.html
351,"ما هو البحر الشعري لهذا البيت
                        نادَيتُ عَبساً فَاِستَجابوا بِالقَنا - وَبِكُلِّ أَبيَضَ صارِمٍ لَم يَنجَلِ?","{'text': ['الكامل', 'مجزوء المتقارب', 'المنسرح', 'أحذ الكامل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem107.html
353,"ما هو البحر الشعري لهذا البيت
                        حَتّى اِستَباحوا آلَ عَوفٍ عَنوَةً - بِالمَشرَفِيِّ وَبِالوَشيجِ الذُبَّلِ?","{'text': ['الكامل', 'أحذ المديد', 'مجزوء الطويل', 'منهوك الرجز'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem107.html
355,"ما هو البحر الشعري لهذا البيت
                        إِنّي اِمرُؤٌ مِن خَيرِ عَبسٍ مَنصِباً - شَطرِي وَأَحمي سائِري بِالمُنصُلِ?","{'text': ['الكامل', 'الدوبيت', 'القوما', 'المديد'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem107.html
357,"ما هو البحر الشعري لهذا البيت
                        إِن يُلحَقوا أَكرُر وَإِن يُستَلحَموا - أَشدُد وَإِن يُلفَوا بِضَنكٍ أَنزِلِ?","{'text': ['الكامل', 'مربع الرجز', 'تفعيلة الرمل', 'مجزوء المجتث'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem107.html
359,"ما هو البحر الشعري لهذا البيت
                        حينَ النُزولُ يَكونُ غايَةَ مِثلِنا - وَيَفِرُّ كُلَّ مُضَلَّلٍ مُستَوهِلِ?","{'text': ['الكامل', 'مجزوء الرمل', 'الدوبيت', 'مجزوء الوافر'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem107.html
361,"ما هو البحر الشعري لهذا البيت
                        وَلَقَد أَبيتُ عَلى الطَوى وَأَظَلُّهُ - حَتّى أَنالَ بِهِ كَريمَ المَأكَلِ?","{'text': ['الكامل', 'البسيط', 'مشطور الطويل', 'مجزوء المقتضب'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem107.html
363,"ما هو البحر الشعري لهذا البيت
                        وَإِذا الكَتيبَةُ أَحجَمَت وَتَلاحَظَت - أُلفيتُ خَيراً مِن مُعَمٍّ مُخوَلِ?","{'text': ['الكامل', 'مجزوء الدوبيت', 'التفعيله', 'تفعيلة الرجز'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem107.html
365,"ما هو البحر الشعري لهذا البيت
                        وَالخَيلُ تَعلَمُ وَالفَوارِسُ أَنَّني - فَرَّقتُ جَمعَهُمُ بِطَعنَةِ فَيصَلِ?","{'text': ['الكامل', 'مجزوء المتدارك', 'الخبب', 'المجتث'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem107.html
367,"ما هو البحر الشعري لهذا البيت
                        إِذ لا أُبادِرُ في المَضيقِ فَوارِسي - وَلا أُوَكِّلُ بِالرَعيلِ الأَوَّلِ?","{'text': ['الكامل', 'تفعيلة الرمل', 'مجزوء البسيط', 'الوافر'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem107.html
369,"ما هو البحر الشعري لهذا البيت
                        وَلَقَد غَدَوتُ أَمامَ رايَةِ غالِبٍ - يَومَ الهَياجِ وَما غَدَوتُ بِأَعزَلِ?","{'text': ['الكامل', 'مشطور السريع', 'الدوبيت', 'الرجز'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem107.html
371,"ما هو البحر الشعري لهذا البيت
                        بَكَرَت تُخَوِّفني الحُتوفَ كَأَنَّني - أَصبَحتُ عَن غَرَضِ الحُتوفِ بِمَعزِلِ?","{'text': ['الكامل', 'مجزوء المتدارك', 'السريع', 'المتقارب'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem107.html
373,"ما هو البحر الشعري لهذا البيت
                        فَأَجَبتُها إِنَّ المَنِيَّةَ مَنهَلٌ - لا بُدَّ أَن أُسقى بِكَأسِ المَنهَلِ?","{'text': ['الكامل', 'مجزوء المقتضب', 'مجزوء المجتث', 'مجزوء المنسرح'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem107.html
375,"ما هو البحر الشعري لهذا البيت
                        فَاِقِني حَياءَكِ لا أَبا لَكِ وَاِعلَمي - أَنّي اِمرُؤٌ سَأَموتُ إِن لَم أُقتَلِ?","{'text': ['الكامل', 'الوافر', 'مجزوء البسيط', 'البسيط'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem107.html
377,"ما هو البحر الشعري لهذا البيت
                        إِنَّ المَنِيَّةَ لَو تُمَثَّلُ مُثِّلَت - مِثلي إِذا نَزَلوا بِضَنكِ المَنزِلِ?","{'text': ['الكامل', 'مخلع الرمل', 'مجزوء المنسرح', 'المضارع'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem107.html
379,"ما هو البحر الشعري لهذا البيت
                        وَالخَيلُ ساهِمَةُ الوُجوهِ كَأَنَّما - تُسقى فَوارِسُها نَقيعَ الحَنظَلِ?","{'text': ['الكامل', 'مشطور السريع', 'البسيط', 'مجزوء الهزج'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem107.html
381,"ما هو البحر الشعري لهذا البيت
                        إِذا حُمِلتُ عَلى الكَريهَةِ لَم أَقُل - بَعدَ الكَريهَةِ لَيتَني لَم أَفعَلِ?","{'text': ['الكامل', 'مجزوء الكامل', 'مجزوء المقتضب', 'مجزوء المقتضب'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem107.html
383,"ما هو البحر الشعري لهذا البيت
                        عَجِبَت عُبَيلَةُ مِن فَتىًمُتَبَذِّلِ - عاريالأَشاجِعِشاحِبٍ كَالمُنصُلِ?","{'text': ['الكامل', 'الطويل', 'الوافر', 'مخلع الرمل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem108.html
385,"ما هو البحر الشعري لهذا البيت
                        شَعثِ المَفارِقِ مُنهَجٍ سِربالُهُ - لَم يَدَّهِنحَولاًوَلَم يَتَرَجَّلِ?","{'text': ['الكامل', 'مجزوء المديد', 'التفعيله', 'مخلع الكامل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem108.html
387,"ما هو البحر الشعري لهذا البيت
                        لا يَكتَسي إِلّا الحَديدَ إِذا اِكتَسى - وَكَذاكَ كُلُّمُغاوِرٍمُستَبسِلِ?","{'text': ['الكامل', 'أحذ المديد', 'مجزوء المجتث', 'أحذ الكامل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem108.html
389,"ما هو البحر الشعري لهذا البيت
                        قَد طالَما لَبِسَ الحَديدَ فَإِنَّما - صَدَأُ الحَديدِ بِجِلدِهِ لَم يُغسَلِ?","{'text': ['الكامل', 'منهوك المنسرح', 'مخلع موشح', 'الهزج'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem108.html
391,"ما هو البحر الشعري لهذا البيت
                        فَتَضاحَكَت عَجَباً وَقالَت يا فَتى - لا خَيرَ فيكَ كَأَنَّهالَم تَحفِلِ?","{'text': ['الكامل', 'منهوك الكامل', 'المجتث', 'مخلع الرجز'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem108.html
393,"ما هو البحر الشعري لهذا البيت
                        فَعَجِبتُ مِنها حينَزَلَّتعَينُها - عَن ماجِدٍ طَلقِ اليَدَينِشَمَردَلِ?","{'text': ['الكامل', 'مجزوء الطويل', 'مجزوء المتدارك', 'تفعيلة الكامل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem108.html
395,"ما هو البحر الشعري لهذا البيت
                        لاتَصرِمينييا عُبَيلَ وَراجِعي - فِيَّ البَصيرَةَ نَظرَةَ المُتَأَمِّلِ?","{'text': ['الكامل', 'المجتث', 'مجزوء المنسرح', 'تفعيلة الكامل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem108.html
397,"ما هو البحر الشعري لهذا البيت
                        فَلَرُبَّ أَملَحَ مِنكِ دَلّاً فَاِعلَمي - وَأَقَرَّ في الدُنيا لِعَينِ المُجتَلي?","{'text': ['الكامل', 'البسيط', 'مخلع موشح', 'أحذ الوافر'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem108.html
399,"ما هو البحر الشعري لهذا البيت
                        وَصَلَت حِبالي بِالَّذي أَنا أَهلُهُ - مِن وُدِّها وَأَنا رَخِيَّ المِطوَلِ?","{'text': ['الكامل', 'تفعيلة المتقارب', 'مشطور الطويل', 'مجزوء السريع'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem108.html
401,"ما هو البحر الشعري لهذا البيت
                        يا عَبلَ كَم مِن غَمرَةٍ باشَرتُها - بِالنَفسِ ما كادَت لَعَمرُكِ تَنجَلي?","{'text': ['الكامل', 'الرمل', 'أحذ المديد', 'مجزوء المنسرح'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem108.html
403,"ما هو البحر الشعري لهذا البيت
                        فيها لَوامِعُ لَو شَهِدتِ زُهاءَها - لَسَلَوتِ بَعدَ تَخَضُّبٍ وَتَكَحُّلِ?","{'text': ['الكامل', 'مجزوء الهزج', 'مربع الرجز', 'مجزوء الطويل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem108.html
405,"ما هو البحر الشعري لهذا البيت
                        إِمّا تَرَيني قَد نَحَلتُ وَمَن يَكُنْ - غَرَضاً لِأَطرافِ الأَسِنَّةِ يَنحَلِ?","{'text': ['الكامل', 'الدوبيت', 'مجزوء الخفيف', 'مجزوء الرجز'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem108.html
